0.000000000000e+00,4.660362655613e-02
0.000000000000e+00,0.000000000000e+00
5.822258644723e-04,0.000000000000e+00
1.636648981254e-01,5.392022881783e-01
0.000000000000e+00,4.520940960255e-01
0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
1.295591063721e-01,0.000000000000e+00
7.782885479576e-02,0.000000000000e+00
0.000000000000e+00,-3.390206615085e-01
4.525848036235e-02,-2.882136426578e-01
0.000000000000e+00,0.000000000000e+00
9.751297309237e-01,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
5.953981797208e-01,0.000000000000e+00
0.000000000000e+00,-1.219927814465e-01
0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,-7.459311646773e-02
2.969140077975e-02,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
5.381895741604e-02,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
3.336469854535e-02,0.000000000000e+00
1.355580430255e-02,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
6.574629500115e-02,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00
